id,تاریخ,کد ملک,نوع ملک,نام مالک,تلفن ,آدرس,تعداد طبقات,تعداد واحد در طبقه,قیمت کل,قیمت واحد,آنالیز قیمت,طبقه,زیربنا,خواب,تلفن,آشپزخانه,سرویس,کفپوش,OPEN,پارکینگ,انباری,بالکن,تجهیزات و امکانات,سن بنا,وضعیت ملک,نما,وضعیت سند,موقعیت مکانی
514,1404/07/12,10567843,آپارتمان,مخفی,,تهرانپارس شرقی بلوار پروین خ 212,5,4,"3,800,000,000 تومان","70,370,000 تومان",13,2,54,1,1,MDF,ايراني فرنگي,سراميک,دارد,ندارد,ندارد,دارد,کولر آسانسور گاز ,13,اجاره,سنگ,شخصي,جنوبی
515,1404/07/13,10522052,آپارتمان,مخفی,,دروازه شمیران خ كفایی امانی,4,2,"3,300,000,000 تومان","76,744,000 تومان",18,3,43,1,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,شوفاژ کولر ,18,اجاره,سنگ,شخصي,جنوبی
516,1404/07/10,10488233,آپارتمان,مخفی,,سعادت آباد میدان كاج,3,1,"28,000,000,000 تومان","280,000,000 تومان",22,1,100,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر گاز ,22,تخلیه,سنگ,شخصي,جنوبی
517,1404/07/13,10497979,آپارتمان,مخفی,,پونك سردارجنگل,5,1,"25,000,000,000 تومان","185,185,000 تومان",10,1,135,3,1,چوبي,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور پکیج ,10,مسکونی,شيشه,شخصي,غربی
518,1404/07/14,10178953,آپارتمان,مخفی,,شهرك غرب خ سپهر,6,2,"24,000,000,000 تومان","205,128,000 تومان",5,2,117,2,1,MDF,ايراني فرنگي,پارکت,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,5,تخلیه,سنگ,شخصي,شمالی
519,1404/07/14,10350914,آپارتمان,مخفی,,پیروزی پاسدار گمنام,3,1,"3,900,000,000 تومان","75,000,000 تومان",18,3,52,1,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,کولر گاز ,18,تخلیه,سنگ,شخصي,شمالی
520,1404/07/14,10571292,آپارتمان,منصفی,,چیتگر چهارراه ایران خودرو شهرك شهرداری بلوك دوم شرقی,4,8,"8,500,000,000 تومان","56,666,000 تومان",,2,150,3,1,MDF,ايراني فرنگي,سراميک,ندارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,16,مسکونی,سنگ,شخصي,شمالی
521,1404/07/12,3740783,آپارتمان,مخفی,,اشرفی اصفهانی سیمون بولیوار شهرك نفت,7,5,"34,000,000,000 تومان","200,000,000 تومان",نوساز,مختلف,170,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,نوساز,تخلیه,ترکیبی,شخصي,جنوبی
522,1404/07/12,10575604,آپارتمان,مخفی,,آیت الله كاشانی خ گلهای دوم,5,2,"13,500,000,000 تومان","112,500,000 تومان",22,3,120,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,22,تخلیه,سنگ,شخصي,جنوبی
523,1404/07/12,10735771,آپارتمان,مخفی,,دولت خ بهرام,11,3,"70,400,000,000 تومان","320,000,000 تومان",نوساز,6,220,3,1,هایگلاس,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,فن کوئر آسانسور ,نوساز,تخلیه,سنگ,شخصي,شرقی
524,1404/07/13,10352245,آپارتمان,مخفی,,انقلاب خ نجات اللهی,3,2,"10,000,000,000 تومان","76,923,000 تومان",,1,130,2,1,MDF,ايراني فرنگي,سراميک,دارد,ندارد,دارد,ندارد,شوفاژ کولر ,30,تخلیه,سنگ,شخصي,جنوبی
525,1404/07/12,10735700,آپارتمان,مخفی,,پیروزی بلوار ابوذر بین پل دوم و سوم,5,2,"5,920,000,000 تومان","74,000,000 تومان",21,1,80,2,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,دارد,کولر آسانسور پکیج گاز ,21,مسکونی,سنگ,شخصي,جنوبی
526,1404/07/12,10521120,آپارتمان,مخفی,,سعادت آباد میدان كتاب,10,4,"14,500,000,000 تومان","145,000,000 تومان",19,4,100,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,19,تخلیه,سنگ,شخصي,جنوبی
527,1404/07/13,10735971,آپارتمان,مخفی,,تهران پارس بلوار پروین,4,1,"3,900,000,000 تومان","75,000,000 تومان",22,1,52,1,1,MDF,ايراني فرنگي,سراميک,دارد,ندارد,دارد,ندارد,شوفاژ کولر ,22,تخلیه,سنگ,شخصي,شمالی
528,1404/07/13,10351375,آپارتمان,مخفی,,تهرانپارس بلوارپروین چهارراه رسالت كوی شیرود,5,4,"10,000,000,000 تومان","117,647,000 تومان",6,3,85,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,6,اجاره,سنگ,شخصي,شرقی
529,1404/07/14,10736264,آپارتمان,مخفی,,پونك سردارجنگل,4,2,"10,500,000,000 تومان","128,048,000 تومان",24,1,82,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر پاسیو گاز ,24,تخلیه,سنگ,شخصي,جنوبی
530,1404/07/13,10298695,آپارتمان,مخفی,,اسكندری شمالی بعداز فرصت,3,1,"7,000,000,000 تومان","80,459,000 تومان",,1,87,2,1,MDF,ايرانی,موزائيک,ندارد,ندارد,ندارد,ندارد,کولر گاز ,30,مسکونی,آجر,شخصي,جنوبی
531,1404/07/14,10736124,آپارتمان,مخفی,,هنگام شمیران نو,4,1,"2,400,000,000 تومان","34,280,000 تومان",30,4,70,2,1,MDF,ايرانی,سراميک,دارد,ندارد,ندارد,ندارد,کولر گاز ,30,تخلیه,سنگ,قولنامه اي,شرقی
532,1404/07/13,10607919,آپارتمان,مخفی,,شهرك غرب خ سپهر,5,2,"51,500,000,000 تومان","250,000,000 تومان",14,3,206,4,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,14,مسکونی,سنگ,شخصي,شمالی
533,1404/07/12,10565022,آپارتمان,مخفی,,سعادت آباد شهرك بام,11,4,"14,500,000,000 تومان","161,111,000 تومان",16,7,90,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,16,مسکونی,سنگ,تعاوني,شمالی
534,1404/07/12,10729896,آپارتمان,مخفی,,ونك خ آفتاب,5,1,"33,300,000,000 تومان","180,000,000 تومان",6,1,185,3,1,چوبي,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,6,تخلیه,سنگ,شخصي,جنوبی
535,1404/07/14,10736135,آپارتمان,مخفی,,شمس اباد خ ذاكری,5,3,"20,000,000,000 تومان","148,148,000 تومان",نوساز,3,135,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,نوساز,تخلیه,سنگ,شخصي,شمالی
536,1404/07/10,10522226,آپارتمان,مخفی,,نارمك خ سمنگان,4,1,"5,700,000,000 تومان","100,000,000 تومان",7,4,57,1,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر گاز ,7,تخلیه,سنگ,شخصي,جنوبی
537,1404/07/12,10524458,آپارتمان,نصیر,,ولیعصر نرسیده به تئاتر شهر خ هاشمی فر پ 31,4,1,"9,500,000,000 تومان","96,938,000 تومان",,1,98,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,7,مسکونی,سنگ,شخصي,جنوبی
538,1404/07/12,10573817,آپارتمان,مخفی,,شهرك غرب 18متری مطهری,4,2,"11,500,000,000 تومان","149,350,000 تومان",250,2,77,2,1,MDF,ايراني فرنگي,لامنيت,دارد,ندارد,دارد,دارد,شوفاژ کولر گاز ,20,تخلیه,سيمان,,شمالی
539,1404/07/12,3740785,آپارتمان,مخفی,,اشرفی اصفهانی سیمون بولیوار شهرك نفت,7,5,"15,000,000,000 تومان","200,000,000 تومان",نوساز,مختلف,75,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,نوساز,تخلیه,ترکیبی,شخصي,جنوبی
540,1404/07/12,10333838,آپارتمان,مخفی,,شمس آباد خ شهید كرد,4,4,"6,000,000,000 تومان","111,111,000 تومان",20,1,54,1,1,MDF,ايرانی,سراميک,ندارد,ندارد,دارد,ندارد,کولر آسانسور پکیج گاز ,20,تخلیه,سنگ,شخصي,شمالی
541,1404/07/14,10486755,آپارتمان,مخفی,,خواجه نصیر خ سرباز,4,1,"6,600,000,000 تومان","60,000,000 تومان",16,4,110,3,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,کولر گاز ,16,مسکونی,سنگ,شخصي,جنوبی
542,1404/07/10,10522184,آپارتمان,مخفی,,دارآباد خ افتخاری,4,6,"14,500,000,000 تومان","161,111,000 تومان",25,1,90,2,1,MDF,فرنگی,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر ,25,تخلیه,سنگ,شخصي,جنوبی
543,1404/07/14,10064492,آپارتمان,مخفی,,شهرك غرب خ ارغوان,6,2,"23,650,000,000 تومان","215,000,000 تومان",2,3,110,2,1,هایگلاس,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور پکیج گاز ,2,مسکونی,ترکیبی,شخصي,شمالی
544,1404/07/12,10395214,آپارتمان,مخفی,,سهروردی شمالی خ برازنده,6,4,"19,000,000,000 تومان","180,952,000 تومان",5,6,105,2,2,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,5,تخلیه,سنگ,شخصي,شمالی
545,1404/07/13,10532478,آپارتمان,مخفی,,نارمك میدان 88,4,1,"8,500,000,000 تومان","144,067,000 تومان",نوساز,2,59,1,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,نوساز,تخلیه,سنگ,شخصي,شمالی
546,1404/07/13,10736086,آپارتمان,مخفی,,چیتگر بلوار كوهك,21,4,"22,950,000,000 تومان","135,000,000 تومان",8,11,170,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور چیلر گاز ,8,تخلیه,سيمان,قولنامه اي,جنوبی
547,1404/07/13,10348908,آپارتمان,مخفی,,وحیدیه میدان تسلیحات,4,1,"3,700,000,000 تومان","61,666,000 تومان",18,4,60,2,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,دارد,کولر گاز ,18,مسکونی,سنگ,شخصي,شمالی
548,1404/07/12,10576275,آپارتمان,مخفی,,صادقیه گلاب,4,2,"14,500,000,000 تومان","100,000,000 تومان",30,2,145,3,1,MDF,ايراني فرنگي,موکت,دارد,دارد,دارد,ندارد,شوفاژ کولر گاز ,30,تخلیه,سنگ,شخصي,شمالی
549,1404/07/14,10736112,آپارتمان,مخفی,,دولت بلوار كاوه,5,3,"23,000,000,000 تومان","230,000,000 تومان",5,4,100,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,کولر آسانسور پکیج گاز ,5,تخلیه,سنگ,شخصي,شمالی
550,1404/07/12,10272798,آپارتمان,مخفی,,طرشت خ درویش وند,4,4,"14,300,000,000 تومان","130,000,000 تومان",نوساز,1,110,2,1,MDF,ايراني فرنگي,سراميک,ندارد,دارد,دارد,دارد,کولر آسانسور پکیج گاز ,نوساز,تخلیه,سنگ,شخصي,شمالی
551,1404/07/12,2641632,آپارتمان,مخفی,,خواجه نظام خ باباخانلو,4,1,"4,800,000,000 تومان","66,666,000 تومان",17,2,72,1,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,شوفاژ کولر گاز ,17,تخلیه,سنگ,شخصي,جنوبی
552,1404/07/13,10453886,آپارتمان,مخفی,,مجیدیه جنوبی خ شهید صالحی,3,1,"5,600,000,000 تومان","59,574,000 تومان",25,3,94,2,2,MDF,ايرانی,سراميک,دارد,ندارد,ندارد,ندارد,شوفاژ کولر گاز ,25,مسکونی,سنگ,شخصي,شمالی
553,1404/07/13,10735822,آپارتمان,مخفی,,سهروردی شمالی خ اندیشه,7,2,"12,300,000,000 تومان","141,379,000 تومان",9,5,87,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,9,تخلیه,سنگ,شخصي,جنوبی
554,1404/07/14,10417628,آپارتمان,مخفی,,ولیعصر پایین تراز پارك وی,5,1,"36,000,000,000 تومان","200,000,000 تومان",12,4,180,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,ندارد,کولر آسانسور پکیج گاز ,12,مسکونی,سنگ,شخصي,شمالی
555,1404/07/13,10731191,آپارتمان,مخفی,,نارمك میدان 33,4,1,"19,570,000,000 تومان","190,000,000 تومان",نوساز,1,103,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور پکیج گاز ,نوساز,تخلیه,سنگ,شخصي,شمالی
556,1404/07/13,10500476,آپارتمان,مخفی,,قلهك خ بصیری,3,1,"55,000,000,000 تومان","203,703,000 تومان",,3,270,4,1,چوبي فلزي,ايراني فرنگي,سنگ,ندارد,دارد,ندارد,ندارد,شوفاژ کولر ,30,مسکونی,آجر,شخصي,جنوبی
557,1404/07/12,10527172,آپارتمان,مخفی,,قیطریه چیذر خ سلیمی جنوبی,5,4,"32,600,000,000 تومان","200,000,000 تومان",20,3,163,3,1,MDF,ايرانی,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور ,20,تخلیه,سنگ,شخصي,جنوبی
558,1404/07/13,10527180,آپارتمان,مخفی,,فرجام شرقی نرسیده به خ احدزاده,6,2,"17,290,000,000 تومان","130,000,000 تومان",نوساز,1,133,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,نوساز,تخلیه,سنگ,شخصي,شمالی
559,1404/07/14,10565018,آپارتمان,مخفی,,ظفر زرگنده خ حیدری,5,2,"17,480,000,000 تومان","190,000,000 تومان",1,2,92,2,1,هایگلاس,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,1,تخلیه,سنگ,شخصي,جنوبی
560,1404/07/12,10565504,آپارتمان,مخفی,,خواجه نصیر خ محمودی درخش,4,1,"11,280,000,000 تومان","120,000,000 تومان",نوساز,2,94,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,کولر آسانسور گاز ,نوساز,تخلیه,سنگ,شخصي,جنوبی
561,1404/07/12,10575987,آپارتمان,مخفی,,طرشت خ حبیب‌اللهی,3,1,"8,100,000,000 تومان","82,653,000 تومان",30,3,98,2,1,فلزي,ايرانی,موزائيک,ندارد,ندارد,ندارد,دارد,کولر گاز ,30,مسکونی,ترکیبی,شخصي,جنوبی
562,1404/07/14,10495228,آپارتمان,مخفی,,خواجه عبدالله خ تیسفون,2,1,"65,000,000,000 تومان","288,888,000 تومان",30,1,225,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,ندارد,ندارد,کولر گاز ,30,تخلیه,سنگ,شخصي,شمالی
563,1404/07/13,10731851,آپارتمان,مخفی,,شهرك راه آهن زیبادشت,4,2,"6,700,000,000 تومان","103,076,000 تومان",16,2,65,1,0,MDF,ايرانی,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر گاز ,16,مسکونی,سنگ,شخصي,جنوبی
564,1404/07/13,3237271,آپارتمان,مخفی,,اشرفی اصفهانی خ پیامبرشرقی,5,2,"12,500,000,000 تومان","103,305,000 تومان",,3,121,3,1,MDF,ايرانی,لامنيت,دارد,ندارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,20,اجاره,سنگ,شخصي,جنوبی
565,1404/07/13,10564886,آپارتمان,مخفی,,یوسف آباد خ ابن سینا,8,1,"40,000,000,000 تومان","261,437,000 تومان",2,8,153,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,2,مسکونی,سنگ,شخصي,جنوبی
566,1404/07/12,10576332,آپارتمان,مخفی,,نیاوران خ الفت,3,1,"19,500,000,000 تومان","209,000,000 تومان",9,2,93,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,ندارد,آسانسور ,9,مسکونی,سنگ,شخصي,شمالی
567,1404/07/12,10515585,آپارتمان,مخفی,,گلبرگ غربی خ گلستان,3,1,"4,050,000,000 تومان","77,884,000 تومان",21,همكف,52,1,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,کولر گاز ,21,اجاره,سنگ,شخصي,شمالی
568,1404/07/10,10575577,آپارتمان,مخفی,,كن كوی حاج جعفر,2,1,"2,500,000,000 تومان","50,000,000 تومان",20,همكف,50,1,1,MDF,ايرانی,سراميک,ندارد,ندارد,ندارد,ندارد,کولر گاز ,20,مسکونی,آجر,قولنامه اي,جنوبی
569,1404/07/12,10564039,آپارتمان,مخفی,,انتهای همت غرب شهرك خرازی,30,8,"8,500,000,000 تومان","72,649,000 تومان",2,2,117,2,1,هایگلاس,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,2,تخلیه,ترکیبی,تعاوني,جنوبی
570,1404/07/10,3667211,آپارتمان,مخفی,,نیروی دریائی نرسیده به خ اشرفی,4,2,"9,000,000,000 تومان","109,756,000 تومان",,4,82,2,1,MDF,ايرانی,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر گاز ,23,مسکونی,سنگ,شخصي,جنوبی
571,1404/07/12,10179272,آپارتمان,مخفی,,هروی حسین اباد,11,9,"19,470,000,000 تومان","165,000,000 تومان",نوساز,1,118,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور ,نوساز,تخلیه,سنگ,شخصي,شمالی
572,1404/07/12,10276429,آپارتمان,مخفی,,پیروزی خ نبردشمالی,3,1,"6,000,000,000 تومان","85,714,000 تومان",23,2,70,2,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,دارد,کولر گاز ,23,مسکونی,سنگ,شخصي,جنوبی
573,1404/07/13,10735919,آپارتمان,مخفی,,پونك بلوار عدل خ حیدری مقدم,5,1,"33,580,000,000 تومان","230,000,000 تومان",نوساز,2,146,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,نوساز,تخلیه,سنگ,شخصي,جنوبی
574,1404/07/10,10735654,آپارتمان,مخفی,,چیتگر اركیده نهم,18,10,"6,840,000,000 تومان","90,000,000 تومان",10,4,76,1,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,کولر آسانسور گاز ,10,اجاره,سيمان,تعاوني,شمالی
575,1404/07/12,10526401,آپارتمان,مخفی,,گلبرگ شرقی بالاتر از خ دردشت,4,1,"8,000,000,000 تومان","90,909,000 تومان",20,4,88,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,کولر گاز ,20,مسکونی,سنگ,شخصي,جنوبی
576,1404/07/10,10735652,آپارتمان,مخفی,,خواجه نصیر خ طاهریان,5,3,"6,000,000,000 تومان","100,000,000 تومان",15,2,60,1,1,MDF,ايرانی,سراميک,دارد,دارد,دارد,ندارد,کولر آسانسور گاز ,15,اجاره,سنگ,شخصي,جنوبی
577,1404/07/14,10525893,آپارتمان,مخفی,,جردن نلسون ماندلا,3,2,"34,000,000,000 تومان","171,717,000 تومان",30,زیرهمكف,198,3,1,هایگلاس,ايراني فرنگي,پارکت سراميک,دارد,ندارد,دارد,ندارد,شوفاژ کولر گاز ,30,تخلیه,سنگ,شخصي,جنوبی
578,1404/07/10,10257867,آپارتمان,مخفی,,شمس آباد خ ریحانی,6,1,"22,000,000,000 تومان","129,411,000 تومان",20,1,170,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,20,تخلیه,سنگ,شخصي,جنوبی
579,1404/07/13,10514868,آپارتمان,مخفی,,كریم خان خ سنائی,5,4,"12,000,000,000 تومان","150,000,000 تومان",23,4,80,1,1,هایگلاس,فرنگی,پارکت,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,23,مسکونی,سنگ,شخصي,جنوبی
580,1404/07/13,10301375,آپارتمان,مخفی,,ملاصدرا بالاتراز خ خوارزمی,3,1,"35,560,000,000 تومان","280,000,000 تومان",25,2,127,2,1,MDF,ايراني فرنگي,سنگ,دارد,ندارد,ندارد,ندارد,شوفاژ کولر ,25,مسکونی,سنگ,شخصي,غربی
581,1404/07/12,10519133,آپارتمان,مخفی,,تهرانپارس خ 180,4,2,"5,840,000,000 تومان","80,000,000 تومان",18,4,73,2,1,MDF,ايرانی,پارکت سراميک,دارد,ندارد,دارد,دارد,کولر پکیج ,18,مسکونی,سنگ,شخصي,شمالی
582,1404/07/12,3932662,آپارتمان,مخفی,,دلاوران خ تكاوران شمالی,5,2,"11,160,000,000 تومان","120,000,000 تومان",نوساز,3,93,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,نوساز,تخلیه,سنگ,شخصي,جنوبی
583,1404/07/12,3833701,آپارتمان,مخفی,,نارمك نرسیده به چهارراه تلفنخانه,5,2,"13,200,000,000 تومان","100,000,000 تومان",4,4,132,2,1,MDF,ايراني فرنگي,لامنيت,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,4,اجاره,سنگ,شخصي,شمالی
584,1404/07/10,10574862,آپارتمان,مخفی,,سراج نرسیده به ك كاشانی,5,2,"12,320,000,000 تومان","110,000,000 تومان",2,4,112,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور پکیج گاز ,2,اجاره,سنگ,شخصي,شمالی
585,1404/07/13,10151457,آپارتمان,مخفی,,تهران پارس بزرگراه رسالت,3,2,"8,100,000,000 تومان","100,000,000 تومان",12,3,81,2,1,MDF,ايراني فرنگي,سراميک,دارد,ندارد,دارد,ندارد,کولر گاز ,12,مسکونی,سنگ,شخصي,جنوبی
586,1404/07/13,10542708,آپارتمان,مخفی,,دروس خ بهستان,5,1,"40,530,000,000 تومان","210,000,000 تومان",22,2,193,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور پکیج گاز ,22,مسکونی,سنگ,شخصي,شمالی
587,1404/07/13,10300881,آپارتمان,مخفی,,گلبرگ شرقی خ دردشت خ اولیایی,5,2,"8,455,000,000 تومان","95,000,000 تومان",18,4,89,2,1,MDF,ايراني فرنگي,سراميک,دارد,ندارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,18,تخلیه,سنگ,شخصي,شمالی
588,1404/07/14,10736160,آپارتمان,مخفی,,خواجه عبدالله خ ابوذرشمالی,5,2,"18,500,000,000 تومان","168,180,000 تومان",نوساز,1,110,2,یك,هایگلاس,ايراني فرنگي,سنگ,دارد,دارد,دارد,ندارد,کولر آسانسور پکیج گاز ,نوساز,تخلیه,سنگ,شخصي,شمالی
589,1404/07/13,10574562,آپارتمان,مخفی,,تهران پارس خ 216 غربی,5,3,"8,000,000,000 تومان","114,285,000 تومان",20,3,70,2,1,MDF,ايرانی,سراميک,دارد,دارد,ندارد,دارد,شوفاژ کولر آسانسور ,20,مسکونی,سنگ,شخصي,جنوبی
590,1404/07/13,10699169,آپارتمان,مخفی,,بلوارمرزداران خ آرش,5,1,"27,000,000,000 تومان","163,630,000 تومان",12,5,165,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,12,تخلیه,تراورتن,شخصي,شمالی
591,1404/07/14,10736108,آپارتمان,مخفی,,بزرگراه ارتش شهرك ابوذر,4,1,"25,000,000,000 تومان","203,250,000 تومان",نوساز,1,123,3,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,نوساز,تخلیه,ترکیبی,شخصي,جنوبی
592,1404/07/13,10571182,آپارتمان,مخفی,,جلفا خ ارسباران,4,1,"20,350,000,000 تومان","110,000,000 تومان",,2,185,3,1,MDF,فرنگی,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر گاز ,30,مسکونی,سنگ,شخصي,شمالی
593,1404/07/13,10518571,آپارتمان,مخفی,,جمالزاده خ نصرت,5,1,"17,000,000,000 تومان","145,299,000 تومان",نوساز,3,117,3,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور ,نوساز,تخلیه,سنگ,شخصي,شمالی
594,1404/07/13,10518200,آپارتمان,مخفی,,پیروزی میدان دوم نبی اكرم,4,1,"2,300,000,000 تومان","62,162,000 تومان",26,زیرهمكف,37,1,1,MDF,ايرانی,سراميک,دارد,ندارد,دارد,ندارد,کولر گاز ,26,تخلیه,سنگ,شخصي,جنوبی
595,1404/07/13,10689025,آپارتمان,مخفی,,دارآباد نرسیده به خ پورابتهاج,4,1,"8,700,000,000 تومان","152,631,000 تومان",15,3,57,1,1,MDF,ايراني فرنگي,سنگ,دارد,ندارد,دارد,ندارد,آسانسور پکیج ,15,تخلیه,سنگ,شخصي,شمالی
596,1404/07/13,10574790,آپارتمان,كیانی,,بهارستان خ صفی علیشاه ك زاهد پلاك 6,4,2,"8,300,000,000 تومان","92,220,000 تومان",,3,90,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور گاز ,13,تخلیه,سنگ,شخصي,جنوبی
597,1404/07/10,10735651,آپارتمان,مخفی,,چیتگر خ اردستانی,8,8,"7,920,000,000 تومان","88,000,000 تومان",1,5,90,2,1,MDF,ايراني فرنگي,سراميک,دارد,دارد,دارد,دارد,شوفاژ کولر آسانسور گاز ,1,اجاره,سنگ,شخصي,شمالی
598,1404/07/13,10736059,آپارتمان,مخفی,,دارآباد خ پورابتهاج,4,1,"8,700,000,000 تومان","152,631,000 تومان",9,3,57,1,1,MDF,ايراني فرنگي,سراميک,دارد,ندارد,دارد,ندارد,آسانسور پکیج ,9,تخلیه,سنگ,شخصي,شمالی
599,1404/07/13,10529445,آپارتمان,مخفی,,سعادت آباد بلوارعسگری گراوند,5,2,"25,875,000,000 تومان","225,000,000 تومان",نوساز,1,115,2,1,MDF,ايراني فرنگي,سنگ,دارد,دارد,دارد,دارد,کولر آسانسور پکیج گاز ,نوساز,تخلیه,سنگ,شخصي,شمالی
600,1404/07/12,10668539,آپارتمان,مخفی,,جشنواره خ درختی,4,6,"4,750,000,000 تومان","74,218,000 تومان",19,همكف,64,2,1,MDF,ايرانی,سراميک,ندارد,ندارد,دارد,ندارد,کولر آسانسور پکیج گاز ,19,مسکونی,سنگ,شخصي,شمالی
601,1404/07/13,10530474,آپارتمان,مخفی,,فاطمی خ سیندخت شمالی,5,2,"15,000,000,000 تومان","122,950,000 تومان",10,5,122,2,1,MDF,ايراني فرنگي,پارکت,دارد,دارد,دارد,ندارد,شوفاژ کولر آسانسور ,10,مسکونی,سنگ,شخصي,جنوبی
602,1404/07/12,10567485,آپارتمان,مخفی,,قنات كوثر ك چهارم,3,4,"5,500,000,000 تومان","85,937,000 تومان",21,3,64,1,1,نا مشخص,ايرانی,سنگ,دارد,ندارد,دارد,دارد,شوفاژ کولر گاز ,21,مسکونی,سنگ,شخصي,شمالی
